,X,StateAbbr,CityName,GeographicLevel,PopulationCount,GeoLocation,CityFIPS,TractFIPS,ACCESS2,percentACCESS2,leastACCESS2,posACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CHD,CHECKUP,CHOLSCREEN,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DIABETES,HIGHCHOL,KIDNEY,LPA,MAMMOUSE,MHLTH,OBESITY,PAPTEST,PHLTH,SLEEP,STROKE,TEETHLOST,Lat,Long,avgOutcome,sdOutcome,avgBehavior,sdBehavior,avgPrevent,sdPrevent,sdPHLTH,sdMHLTH,sdACCESS2,sdCANCER,sdMAMMOUSE,sdCOPD
56,57,CA,Fontana,City,196069,"34.0974227833, -117.459241285",624680,NA,23.4,three,0.792,76.6,21,15.5,29.2,52.5,5.1,8.9,6.1,65.2,70.7,57.2,5.9,25.4,23.4,15.6,54.9,12.4,32.6,2.8,26.6,78.8,13.2,28.1,81.8,15,37.7,3.1,15,34.09742278,-117.4592413,13.1,9.566260154,24.7,9.375766635,53.33,22.34005123,3.292895331,2.495464794,8.8,0.602139044,3.660045461,1.309916926
57,58,CA,Fremont,City,214089,"37.5278685405, -121.984121512",626000,NA,10.3,one,0.103,89.7,16.7,13.7,23.1,50.4,5.1,6.9,4.1,66.5,74.1,67.7,3.5,33,30.6,10.1,71.2,8,31.1,2,18.7,81.1,8.4,15.6,81,8.5,32.5,1.9,6.9,37.52786854,-121.9841215,9.707692308,8.752662599,18.12,8.621600779,56.59,24.38425949,1.694953751,1.609203183,3.16,0.899556923,1.71429402,0.912057778
58,59,CA,Fresno,City,494665,"36.7826786711, -119.794126569",627000,NA,24.3,four,0.825,75.7,22.2,14.7,31.4,54.3,5.5,9.6,6.6,63.3,67.7,58,7.1,27.4,25.1,16.8,56.3,12.3,34,2.8,30.3,75.5,14.8,28.7,76.7,16.2,32.9,3.4,15.2,36.78267867,-119.7941266,13.93076923,10.04791725,24.68,8.321778656,52.86,20.23463477,4.741205781,3.789873857,12.2,1.753218725,4.746578751,1.858934627
59,60,CA,Fullerton,City,135161,"33.8840378013, -117.927850895",628000,NA,16.5,two,0.43,83.5,18.3,16.3,26.9,52.5,5.5,8,5,65.4,74.4,62.2,4.9,26.8,30.3,13.7,65.3,9.1,31.7,2.3,22.5,80.2,11.1,20.6,79,11.4,32.7,2.4,8.6,33.8840378,-117.9278509,11.16923077,9.155452348,21.16,7.32379683,55.26,22.96529749,2.634402353,2.432053939,7.47,1.981495838,2.350668828,1.230922603
60,61,CA,Garden Grove,City,170883,"33.7786940635, -117.960111162",629000,NA,20.8,three,0.697,79.2,18.5,14.5,27.4,52.8,4.9,7.9,5.3,64.6,73.3,55.9,5.3,22.9,26.6,15.4,58,10.8,32.2,2.5,28.1,77.7,12,19.9,73.2,13,35.6,2.7,11.8,33.77869406,-117.9601112,11.86923077,9.23511276,22.7,8.999166628,52.58,21.69556022,2.02864504,1.550641469,6.38,1.038951048,2.459876629,0.742519802
61,62,CA,Glendale,City,191719,"34.181889373, -118.24676666",630000,NA,14.4,two,0.316,85.6,19.6,16.2,26.7,51,6,8.4,5.6,66.1,74.6,61.4,5.8,26.6,27.3,15.3,65.2,9,34.9,2.4,20.5,79.5,12,22.5,79.8,12.3,35.3,2.7,9.6,34.18188937,-118.2467667,11.92307692,9.661103616,21.96,8.029819425,54.59,23.81453571,2.644859257,2.199345801,5.19,0.910219754,3.016663073,1.402341248
62,63,CA,Hawthorne,City,84293,"33.914667701, -118.347667728",632548,NA,24,four,0.815,76,20.6,14.3,31.1,54.3,5.2,9.1,6.2,68,73.9,56.6,5.8,21.9,22.6,16.4,55.2,13.2,34.9,2.9,26.6,80,13.6,30.1,80.6,15.3,40.3,3.4,12.4,33.9146677,-118.3476677,13.36153846,10.15558454,25.54,10.60249971,53.71,23.33187853,2.504320077,2.482462295,6.9,1.010516134,2.308493634,0.918228107
63,64,CA,Hayward,City,144186,"37.6329591551, -122.077051051",633000,NA,18.7,three,0.583,81.3,20,14.4,25.7,52,5.3,8.4,5.4,65.1,73.1,62,5.2,29.7,25.6,14.5,60.4,10.8,31.5,2.6,24.7,78.1,11.9,23.8,80,12.7,35.6,2.8,11.4,37.63295916,-122.0770511,11.82307692,8.918534432,22.6,8.770689825,54.47,22.34756015,1.952115255,1.906971338,6.38,1.061905296,2.653890525,0.777643979
64,65,CA,Hemet,City,78657,"33.7352277311, -116.994605005",633182,NA,22.6,three,0.754,77.4,24.1,15.4,32.1,51.2,6.1,10.1,6.8,64.8,72.3,56.6,8,25.3,25.5,20.5,54.9,11.1,34.3,2.8,29.1,76.2,15.4,31.5,77.6,16.6,39,3.4,16.5,33.73522773,-116.994605,14.40769231,10.2720869,27.1,9.292739101,52.7,21.4002596,2.916043842,2.696028826,6.14,2.600582685,2.665593669,1.980232397
65,66,CA,Hesperia,City,90173,"34.3973476773, -117.314392219",633434,NA,22.2,three,0.744,77.8,23.2,15.9,29.8,52.9,5.8,9.7,6.8,63.8,70.1,56,7.6,26.9,23.8,19.1,53,11.7,33.2,2.8,26.8,76.2,14.9,29.2,79.7,16.3,37.6,3.4,16.3,34.39734768,-117.3143922,13.96153846,9.729297548,25.72,8.582948211,52.46,21.4702999,2.085825176,1.86868938,6.13,1.652825863,2.304741489,1.247246968
66,67,CA,Huntington Beach,City,189992,"33.6952749077, -118.001810806",636000,NA,11.1,one,0.133,88.9,18.2,19.6,25.4,51.3,6.1,8,4.8,65.8,76.7,67.7,4.7,29.1,33.1,13.2,71.9,7.4,30.9,2.2,18,81.9,10.4,19.6,83.5,9.8,30.4,2.2,7.1,33.69527491,-118.0018108,10.55384615,8.891064371,20.16,6.296665784,57.21,24.97280521,1.846427547,1.778965937,5.14,1.663637828,2.002955546,0.911083127
67,68,CA,Indio,City,76036,"33.7298067837, -116.237258141",636448,NA,27.7,four,0.905,72.3,22.1,15.4,30.9,49.7,5.6,9.1,6.5,64.4,72,57.1,6.4,25.9,25.9,17.3,55.3,11.8,34.2,2.9,29.6,77.8,14.3,31.6,79.4,16.3,38,3.1,14.6,33.72980678,-116.2372581,13.67692308,10.07919919,26.38,9.690820399,53.52,20.92886364,4.06117367,3.502345079,12.83,3.162677081,3.922978863,1.80189228
68,69,CA,Inglewood,City,109673,"33.9565748018, -118.344444926",636546,NA,26.3,four,0.884,73.7,22,13.8,34.3,55.8,5.2,9.9,6.5,69.3,74.1,57.6,6.2,19.8,21.4,17.4,52.3,14.8,34.5,3.1,27.9,81.5,14.5,33.6,81.6,16.5,42.4,4.1,14.6,33.9565748,-118.3444449,14.32307692,10.53028599,27.02,11.70393096,53.97,23.97888191,3.181559772,2.841266566,11.45,1.499971326,4.71916477,1.037687669
69,70,CA,Irvine,City,212375,"33.6780108904, -117.773633283",636770,NA,9,one,0.048,91,16.4,15.9,25.7,52.1,5.6,7.2,4.2,67.1,75.4,67.5,3.7,28.7,33.2,10.1,73.8,7.2,31.2,2,17.2,82.7,8.6,15.6,80.9,8.3,30.6,2,6,33.67801089,-117.7736333,9.853846154,9.100514215,17.88,7.614262932,57.04,25.29840575,1.404686035,1.418852655,3.99,1.814609248,2.269979454,0.958658026
70,71,CA,Lake Forest,City,77264,"33.6634128948, -117.670683341",639496,NA,11,one,0.125,89,17.9,19.2,25.1,50.9,5.9,7.7,4.8,66.3,76.9,67.6,4.5,28.1,31.6,11.9,72.5,7.6,30.7,2.2,17.9,82.2,9.8,19.2,84.4,9.5,30.3,2.2,8.3,33.66341289,-117.6706833,10.47692308,8.784280832,19.7,6.650939783,57.15,25.5043896,1.919884979,0.996472947,4.52,1.041933299,1.929842394,1.06659505
71,72,CA,Lakewood,City,80048,"33.8470531941, -118.122204765",639892,NA,14.3,two,0.31,85.7,18.4,16.8,25.8,50.5,5.7,7.8,5.1,67.7,76.1,64.1,4.7,26.4,28.9,13.5,67.4,9.1,34,2.3,19.7,81.7,10.8,22.4,82.9,11,36.2,2.4,8,33.84705319,-118.1222048,11.16153846,9.476245605,21.72,8.746256342,56,24.72129087,0.889674361,0.756067078,3.47,0.806262041,1.305790075,0.245664155
72,73,CA,Lancaster,City,156633,"34.6934347017, -118.175306356",640130,NA,21.5,three,0.735,78.5,21.6,15.8,30,53.3,5.8,9.2,6.6,66.6,74.1,57.2,6.9,23.3,23.2,18.2,56.4,11.9,35.1,2.8,25.5,78.2,14.1,29.3,79.9,15.5,39.3,3.5,13.5,34.6934347,-118.1753064,13.57692308,9.977905078,25.62,9.383336294,53.37,23.04372896,2.948760276,2.051808906,6.26,1.030501842,2.741353284,1.499994058
73,74,CA,Livermore,City,80968,"37.6865101361, -121.764357841",641992,NA,10.8,one,0.124,89.2,19.4,18.5,22.9,49.6,6.2,8.1,4.9,65.1,75.6,70.1,4.7,35.3,31.1,12.8,71.9,7.5,30.7,2.2,17.2,80.5,10.3,21,86,9.8,30.6,2.2,7.8,37.68651014,-121.7643578,10.51538462,8.587087802,20.02,6.619818729,57.6,24.77844045,1.362316568,1.298379557,3.96,1.10572672,1.968524249,0.673777863
74,75,CA,Long Beach,City,462257,"33.8060144825, -118.160894146",643000,NA,21,three,0.708,79,19.7,15.2,28.8,52.7,5.6,8.6,5.8,66.8,73.7,59.6,5.6,25.2,26.5,15.6,59.9,11.1,35,2.6,23.9,79.8,12.7,26.2,79.5,13.9,37.9,3,10.2,33.80601448,-118.1608941,12.50769231,9.902058838,23.76,9.297472775,54.47,22.62781229,4.702812,3.672939681,11.59,1.845980379,4.286243196,2.147507623
75,76,CA,Los Angeles,City,3792621,"34.1182277898, -118.408500088",644000,NA,23.4,three,0.795,76.6,19.8,15.1,28.9,52.3,5.4,8.5,6,65.9,73,57.5,5.7,24.3,24.9,15.6,58.2,11.7,35.4,2.7,25.1,79.1,13,26.7,79.1,14.7,37.5,3.1,11.3,34.11822779,-118.4085001,12.78461538,9.966932507,24,9.226592004,53.77,22.26142902,4.789551674,3.772518012,13.68,1.670822459,4.298909168,1.458337983
76,77,CA,Lynwood,City,69772,"33.9239616867, -118.201648375",644574,NA,37.1,four,0.983,62.9,21.9,13.6,31.2,53,4.7,9.5,7.5,64.2,71.1,47.6,6.8,18,17,18.6,44.8,16.4,36.3,3.5,34,76,16.3,34.2,77,20.2,40.8,4,18.2,33.92396169,-118.2016484,15.11538462,10.47845775,28.24,11.55110384,50.58,22.03455872,1.767809807,1.58161789,4.26,0.362963392,1.906130461,0.635502664
77,78,CA,Manteca,City,67096,"37.7961925102, -121.231230612",645484,NA,17.1,two,0.47,82.9,21.4,17.1,30.5,53.2,5.8,9,5.9,63.2,73.6,63,6.1,28.7,27.1,16.9,62.1,9.5,34.3,2.5,25.1,78.6,12.8,27.8,82.4,13,34.9,2.8,12.8,37.79619251,-121.2312306,12.8,10.09314949,24.36,7.613015171,54.9,22.96127174,1.662497236,1.375628199,3.76,0.829865333,1.901237987,0.917156732
78,79,CA,Menifee,City,77519,"33.6909533045, -117.18487699",646842,NA,15.4,two,0.367,84.6,21.5,17.7,28.8,48.7,6.1,8.8,5.8,66.5,75.5,63.7,5.9,27.2,29,16.2,65.3,9.2,32.8,2.5,22.8,80.3,12.3,27,83.4,12.5,36.7,2.7,12.1,33.6909533,-117.184877,12.38461538,9.612651919,24.08,8.24966666,55.5,24.11804304,3.064594448,1.453440786,4.64,3.827273666,2.01210762,2.621973128
79,80,CA,Merced,City,78958,"37.3055863217, -120.477710571",646898,NA,25,four,0.859,75,22.7,14.1,34.5,54.1,5.5,9.7,6.8,63.6,67.4,54.2,7.3,25.5,22.7,18.5,54.2,12.4,35.3,3,30.2,73.8,15,31.6,75.4,17,36,3.5,16.3,37.30558632,-120.4777106,14.53846154,10.73324574,26.08,9.311659358,51.59,20.26674616,4.138485088,3.252957428,11.62,1.166974749,4.373748187,1.397535179
80,81,CA,Milpitas,City,66790,"37.433869763, -121.892083025",647766,NA,12,one,0.183,88,15.7,12.2,25.5,50.4,4.5,6.7,4,66.2,75,62,3.5,25.5,30.7,10.4,69.9,9,31.4,2.1,21.1,81.4,8.6,15.2,76.6,8.8,35.6,2,7.7,37.43386976,-121.892083,9.961538462,9.065368025,18.9,10.18037327,54.97,24.24610163,1.712892291,1.272605127,2.91,0.658786764,1.598749511,0.845830108
81,82,CA,Mission Viejo,City,93305,"33.6095976891, -117.655029608",648256,NA,9.4,one,0.064,90.6,17.7,20.2,24.8,50.8,6.2,7.8,4.6,66.5,77.4,69.6,4.3,29.9,34.2,11.9,74.9,6.9,30.5,2.1,16.2,82.9,9.6,18.8,85.6,8.9,29.5,2,6.5,33.60959769,-117.6550296,10.14615385,8.798069427,19.32,6.508993778,58.12,25.86343622,1.032304303,1.029447835,2.66,2.432771968,1.067059793,0.939283218
82,83,CA,Modesto,City,201165,"37.6615478221, -120.988548061",648354,NA,19.5,three,0.629,80.5,22.3,16.4,29.5,53.5,5.9,9.3,6.3,64.3,70.7,60.6,6.8,26.9,27.3,18,59.5,10.4,32.7,2.7,25.6,78.1,14,30,78.9,14.7,35.5,3.1,13.7,37.66154782,-120.9885481,13.18461538,9.613605476,25.1,8.039278575,53.93,21.85141999,3.376271276,2.90007163,10.4,1.527482536,3.315998403,1.216814563
83,84,CA,Moreno Valley,City,193365,"33.9244314112, -117.204501895",649270,NA,23.7,four,0.808,76.3,22.4,14.8,32.8,51.7,5.4,9.5,6.3,66.6,72.9,57.6,6.4,22.9,23.9,17.7,55.4,12.5,33.8,2.9,29.3,79,14.1,31.7,79.8,15.6,40.1,3.4,15.7,33.92443141,-117.2045019,13.90769231,10.28943322,26.72,10.41546926,53.35,22.6419105,3.186628876,2.598507459,8.25,0.74403548,3.306540223,1.163620053
84,85,CA,Mountain View,City,74066,"37.3999252379, -122.079544343",649670,NA,9.4,one,0.064,90.6,16.6,15.7,25.7,50,5.6,7.3,4.2,65.9,75.8,68,3.6,30,33.4,9.4,76.3,7.3,31.2,2.1,15.7,82.9,8.4,18.4,84,8.2,31,1.9,6,37.39992524,-122.0795443,9.853846154,9.11762171,18.04,7.96385585,57.57,25.65458807,1.594200014,1.269728525,3.46,1.748826674,1.77451995,0.940478602
85,86,CA,Murrieta,City,103466,"33.5719743356, -117.190921143",650076,NA,12.3,one,0.195,87.7,20.4,17.8,28.3,48.7,6.1,8.4,5.2,67.3,75.9,66.4,5.1,28.6,31.5,14.5,69.3,8.3,32.6,2.3,20.3,81.9,11.1,24.8,84,10.9,35.7,2.4,9.4,33.57197434,-117.1909211,11.57692308,9.611724945,22.62,8.221739475,56.59,24.88656264,1.568637944,1.335524242,2.8,2.4232124,1.749368934,1.313630466
86,87,CA,Napa,City,76915,"38.2980424649, -122.301093331",650258,NA,16.6,two,0.437,83.4,20.8,17.8,27,51.1,6.1,8.8,5.7,64,73.7,63.8,5.9,28.5,29.9,15.5,66.3,8.8,32,2.5,21.6,78.3,12.3,26.1,83.4,12.4,30.9,2.6,11.1,38.29804246,-122.3010933,12,9.193747876,22.38,6.231933889,55.56,23.10402562,1.70873108,1.919505708,5.75,1.636991222,2.343010237,0.906935757
87,88,CA,Newport Beach,City,85186,"33.6150103607, -117.867364631",651182,NA,7,one,0.009,93,17.2,20.5,25.1,51,6.4,7.7,4.4,66.7,77.5,71.3,3.9,31.5,35.5,10.5,78.2,6.1,30.7,2,13.8,83.5,8.7,17.8,86.6,7.9,27.7,1.9,5.2,33.61501036,-117.8673646,9.784615385,8.983860172,18.06,6.600227269,58.88,26.58285997,1.113060988,1.308543356,2.04,2.001570812,1.205937691,0.77296584
88,89,CA,Norwalk,City,105549,"33.9068808228, -118.082915204",652526,NA,24.5,four,0.834,75.5,18.8,15.3,26.8,50.3,4.9,7.8,5.8,65.7,73.9,55.9,5,22.3,23.1,14.4,58,12.2,35,2.7,26,79.3,12.3,26.5,80.4,14.2,37.9,2.7,10.8,33.90688082,-118.0829152,12.23076923,9.697369456,24.02,9.634676954,53.34,22.92219691,1.560555457,1.309761883,3.59,0.641204224,1.790051875,0.91318386
89,90,CA,Oakland,City,390724,"37.790878035, -122.214859257",653000,NA,18.3,three,0.554,81.7,21,14,29.3,54.9,5.4,9.3,5.5,66.5,72.7,63,5.6,28.9,25,15.2,59.5,11.5,31.7,2.7,24.5,79.2,12.5,25.8,80.7,13.3,36,3.3,13,37.79087804,-122.2148593,12.62307692,9.410823011,23.1,8.95656184,54.87,22.86156649,4.191603116,3.514052961,10.42,1.402702106,4.473896027,1.610187164
90,91,CA,Oceanside,City,167086,"33.2247457474, -117.308200285",653322,NA,16.7,two,0.443,83.3,20.6,18,26.4,52,5.9,8.5,5.7,65.6,74.4,62.8,5.8,29.3,27.3,15.3,62,9.8,30.9,2.6,22.6,78.5,12.4,24.4,81.8,12.2,35.4,2.7,10.8,33.22474575,-117.3082003,11.86923077,8.884573204,23.14,7.7471285,55.04,23.02825318,2.022496031,2.297260633,6.15,3.397230706,2.581576368,1.349641796
91,92,CA,Ontario,City,163924,"34.0392649464, -117.606427103",653896,NA,24.6,four,0.836,75.4,21.4,15.5,28.8,52.2,5.2,9,6.2,64.4,70.4,56.5,6.1,26,24,16.2,53.8,12.3,32.8,2.8,27.1,78.2,13.6,28.4,81.2,15.5,37.5,3.1,14.8,34.03926495,-117.6064271,13.2,9.551614174,24.94,9.21808006,53.13,21.73814108,3.03036683,2.268606748,8.64,0.874754363,3.208109563,0.990616637
92,93,CA,Orange,City,136416,"33.8046419567, -117.8231855",653980,NA,15.9,two,0.394,84.1,18.7,18.2,26.3,51.6,5.7,8.2,5.2,65.1,75.3,63.7,5.1,26.9,29.9,14,66.5,8.8,31.4,2.4,21.5,80.4,11.3,21.6,81.9,11.4,31.8,2.4,9.4,33.80464196,-117.8231855,11.25384615,8.984488057,21.42,6.580425518,55.72,23.67749987,2.256938203,2.204575133,6.94,1.499245205,2.841808129,0.967571339
93,94,CA,Oxnard,City,197899,"34.1959237731, -119.18187657",654652,NA,26.9,four,0.886,73.1,19.7,15.3,30.7,52.8,4.9,8.7,6.2,60.3,72.9,56.2,5.7,23.2,22.5,15.5,55.3,12.2,33.9,2.9,29.2,76.9,13.5,27.8,79.6,15.3,32.5,3,14.4,34.19592377,-119.1818766,13.16153846,9.951678122,24.06,8.087830364,52.66,21.71017171,3.486116671,2.720571901,10.39,1.140341119,3.587051236,1.190124683
94,95,CA,Palmdale,City,152750,"34.5944899803, -118.105772328",655156,NA,25.4,four,0.864,74.6,21.2,15.2,29.6,52.8,5.5,9.1,6.6,65.9,73.3,56.3,6.6,22.7,22.4,17.5,55,12.6,35.3,2.9,27,78.3,14.4,29.6,79.5,16.2,39,3.4,13.9,34.59448998,-118.1057723,13.63846154,9.981277345,25.66,9.634209879,53.16,22.48882191,4.015408158,3.445347427,10.76,1.02041549,4.262543616,1.503305923
95,96,CA,Pasadena,City,137122,"34.1597634806, -118.138921644",656000,NA,15.3,two,0.362,84.7,18.2,16,27.4,51.5,5.7,7.8,5.1,67.6,74.8,63.9,4.5,26.8,28.5,12.4,67.5,9.5,34.6,2.4,19.2,82.1,10.5,23,82.9,11.2,35,2.5,7.9,34.15976348,-118.1389216,11.33076923,9.78982334,21.12,8.690914796,56.09,24.43364938,3.230167673,2.794478349,8.81,1.8232716,2.673640391,1.11792124
96,97,CA,Perris,City,68386,"33.7897346094, -117.223291831",656700,NA,29.6,four,0.935,70.4,23,14.3,33.1,51.2,5.1,9.6,7,65,71.7,52.3,6.9,20.8,20.5,18.7,50,14.2,34.4,3.2,33.3,76.9,15.3,34,78.1,18,40.6,3.7,19,33.78973461,-117.2232918,14.80769231,10.47588195,28.18,11.14526805,51.61,21.93163367,3.26545896,2.173169728,7.04,0.539547135,3.361150597,1.390643336
97,98,CA,Pleasanton,City,70285,"37.6656092171, -121.880775002",657792,NA,8,one,0.019,92,17.7,17.3,22.5,49.6,6.1,7.4,4.3,66.3,75.7,72.3,3.8,36.6,33,10.2,76,6.7,30.6,2,15.1,82,8.6,17.5,86,8.1,29.6,1.9,6.1,37.66560922,-121.880775,9.676923077,8.625171867,17.94,7.150734228,58.55,25.64970219,0.942786378,0.711174543,2.05,1.076854393,1.192582386,0.674210976
98,99,CA,Pomona,City,149058,"34.0585026366, -117.762551658",658072,NA,28.6,four,0.907,71.4,20.2,14.5,29.2,51.9,5,8.5,6.4,65,72.2,53.6,5.9,21.5,21.8,16.3,53.4,13.4,35.8,3,28.5,78.1,13.8,29.2,78.3,16.4,38.8,3.2,13.1,34.05850264,-117.7625517,13.37692308,10.07845506,25.46,10.06493915,52.44,21.96558925,4.323694846,3.072858949,10.66,1.400919611,3.733726788,1.934838103
99,100,CA,Rancho Cucamonga,City,165269,"34.1245895555, -117.56617587",659451,NA,12.6,one,0.201,87.4,19.4,17.5,26.9,51.5,5.8,8.2,5,66.9,73.5,66.3,4.8,30.7,30,13.1,67.2,8.9,31.5,2.3,18.8,82.2,10.6,23,85.5,10.7,34.7,2.4,9.1,34.12458956,-117.5661759,11.2,9.175783345,21.42,8.220523098,56.64,24.5607727,1.917523547,1.581458141,5.03,1.204057181,2.298350233,1.019308662
100,101,CA,Redding,City,89861,"40.5697591271, -122.365026322",659920,NA,13.1,one,0.237,86.9,23.2,17.7,27.1,52.5,6.5,9.8,6.1,62.1,72.8,61.8,7.2,31.9,26.1,18.6,60.8,8.6,32.4,2.5,20.7,75.1,13.6,27.1,79.9,13.3,33.7,2.9,12.6,40.56975913,-122.3650263,12.75384615,9.32913138,23.56,6.75410986,53.61,22.56474389,2.050585352,1.875619556,3.54,1.200973015,2.597785601,1.317642719
101,102,CA,Redlands,City,68747,"34.0511315317, -117.170935294",659962,NA,13.3,one,0.248,86.7,19.9,17.3,26.8,51.5,6.1,8.5,5.1,66.2,73,66.1,5.1,32.3,31.2,13.7,66.6,8.5,31.7,2.3,18.9,81.4,11.2,23.2,84.3,11.1,34,2.4,8.7,34.05113153,-117.1709353,11.33846154,9.205844019,21.42,7.815817296,56.59,23.73522698,3.312143433,2.542029064,7.81,4.072324094,3.365121709,2.214457841
102,103,CA,Redondo Beach,City,66748,"33.8575280159, -118.376567893",660018,NA,8.1,one,0.025,91.9,16.9,18.9,24.8,49.3,6.2,7.3,4.5,68.1,77,69.9,3.8,29.9,32.7,10.5,76.7,7,33.8,2.1,13.9,83.9,8.8,19.3,86.5,8.4,31.8,1.9,5.1,33.85752802,-118.3765679,10.04615385,9.524146102,18.88,8.095183753,58.21,26.73393391,0.492507972,0.516645988,1.3,0.592149496,0.68621967,0.254950976
103,104,CA,Redwood City,City,76815,"37.5009145276, -122.224767617",660102,NA,15.8,two,0.385,84.2,19.1,17.1,25.3,51.7,5.8,8,5,64.8,75.7,66.1,4.6,30.3,32.4,12.4,68.6,8.5,31.1,2.4,19.9,81.4,10.6,23.7,83.7,10.7,31.5,2.3,8.3,37.50091453,-122.2247676,10.9,8.899531823,20.92,7.209160839,57.05,23.52234163,2.861261224,2.900707718,10.08,1.818588232,3.703977236,0.914373527
104,105,CA,Rialto,City,99171,"34.1128158089, -117.388535978",660466,NA,25.9,four,0.876,74.1,22.3,14.9,30.7,53.6,5.2,9.6,6.6,65.2,70.5,55.7,6.6,24.5,22.2,17.3,51,13.4,32.7,3,28.6,78.2,14.5,30.8,81.2,16.5,39,3.5,17.2,34.11281581,-117.388536,13.98461538,9.798541231,26.12,9.970305913,52.8,22.09052084,3.101767333,1.934882031,5.78,1.703039878,2.991502744,2.209512574
105,106,CA,Richmond,City,103701,"37.9479710365, -122.336803759",660620,NA,21.1,three,0.718,78.9,21.6,14,32.3,54.9,5.3,9.5,5.9,66,73.7,60.9,5.9,25.2,23.9,16.2,58,12.1,32.3,2.8,27.3,79.8,13.2,32.5,80.3,14.4,39.7,3.4,14.6,37.94797104,-122.3368038,13.33076923,9.964301666,25.94,10.85877525,54.38,23.02234663,3.229481978,3.015164238,9.72,1.25827721,2.998933144,1.157822891
106,107,CA,Riverside,City,303871,"33.9381251685, -117.394845824",662000,NA,21.2,three,0.733,78.8,21.9,15.6,31.1,50.4,5.7,9.1,6.1,65.7,72.8,60,6.2,25.6,26.7,16.9,59.1,10.8,33.8,2.7,26.7,79.2,13.3,29.4,80.3,14.5,38,3,13.5,33.93812517,-117.3948458,13.20769231,10.06135027,25.32,9.283156791,54.1,22.40937304,3.334838997,2.712811412,9.72,1.909874634,3.242634271,1.406948153
107,108,CA,Roseville,City,118788,"38.7657516182, -121.302847708",662938,NA,10.2,one,0.099,89.8,19.9,19,26.1,51.3,6.3,8.5,5,65.5,76.4,67.1,5,32.3,33,13.9,72.3,7.5,32.4,2.2,17.7,80.3,10.8,22.6,84.6,10.2,31.3,2.3,8.1,38.76575162,-121.3028477,11.1,9.308866741,20.9,6.593557462,57.3,24.71454812,2.133419282,1.915338656,3.88,3.197096897,2.139535192,1.504778923
108,109,CA,Sacramento,City,466488,"38.5666321567, -121.468299801",664000,NA,17.6,three,0.505,82.4,21.2,14.9,31.9,55.4,5.5,9.3,5.9,63.9,72.2,60.6,6.3,26.9,26.3,17.9,58.2,11.1,31.5,2.7,24.1,79.8,13.2,27.3,79.4,13.9,34.6,3.1,14,38.56663216,-121.4682998,13.04615385,9.753086297,23.76,7.794100333,54.03,22.68102731,4.226909726,3.428164854,8.88,1.553305572,3.935354237,1.946426638
109,110,CA,Salinas,City,150441,"36.6889174321, -121.631811961",664224,NA,30.5,four,0.943,69.5,21.1,15.4,30.1,52.6,5.1,9,6.6,62.3,68.4,53.5,6.4,24.2,22.8,17.6,51.5,12.8,35.9,3,30.1,74.7,14.8,29.8,78.1,16.9,35.4,3.2,15,36.68891743,-121.631812,13.83846154,10.2255838,25.66,8.688383049,51.86,20.17133279,3.340634477,3.163461699,12.32,1.444888097,4.023800162,0.993994061
110,111,CA,San Bernardino,City,209924,"34.1392322844, -117.295272732",665000,NA,29,four,0.925,71,23.9,14,32.5,55.1,5.4,10.3,7.3,64,68.4,51.8,8,24.4,21.3,20,46.3,14.2,33.7,3.1,31.5,75.3,16.3,32.2,76.9,19,39.9,4,19.3,34.13923228,-117.2952727,15.15384615,10.2339806,27.52,10.37241534,51.25,20.67103448,4.374307572,3.411052554,10.15,1.361516861,3.81901894,1.994213327
111,112,CA,San Buenaventura (Ventura),City,106433,"34.2743610206, -119.231436551",665042,NA,13.5,one,0.254,86.5,19.2,18.3,28.8,52,6.1,8.5,5.3,62,75.6,66.4,5.2,28.9,29.3,13.7,68.9,8.1,32.9,2.4,19.6,80.1,11.2,23.5,84.5,11,29,2.4,9,34.27436102,-119.2314366,11.54615385,9.646123175,20.82,5.758211528,56.12,24.39762284,2.672616777,1.669542808,5.14,2.09132092,2.456752747,2.020972466
112,113,CA,San Diego,City,1307402,"32.8355639418, -117.119792061",666000,NA,14.8,two,0.34,85.2,19.2,17.3,26.7,52.6,5.7,8,5.2,66.4,74.1,64.2,4.9,29.9,28.4,13.1,64.9,9.5,30.9,2.4,21,79.9,11,22.2,81.5,11,34.6,2.5,9.3,32.83556394,-117.1197921,11.25384615,8.982354497,21.64,8.069262668,55.67,23.46288085,3.899993001,3.147411085,10.56,2.060758163,3.640841494,1.368381092
113,114,CA,San Francisco,City,805235,"37.7559136611, -122.440987876",667000,NA,11.7,one,0.16,88.3,17.5,16.6,25.9,50.5,5.2,7.7,4.7,62.4,75.3,62.2,4.3,27.7,28.8,12.8,68.6,8.9,31.4,2.2,20.1,78.9,9.8,18.4,79.1,10.1,33.6,2.3,9.2,37.75591366,-122.4409879,10.70769231,8.997449781,20.3,7.913279977,54.52,23.99128545,3.588944828,2.418673718,6.48,1.197120079,3.771411303,1.675249694
